order_id,order_date,customer_id,amount
1,2025-07-16,1026.0,697.71
2,2025-07-16,1081.0,747.36
3,2025-07-16,1067.0,709.05
4,2025-07-16,1014.0,154.47
5,2025-07-16,1058.0,97.17
6,2025-07-16,1056.0,320.09
7,2025-07-16,1066.0,400.01
8,2025-07-16,1060.0,58.86
9,2025-07-16,1062.0,595.33
10,2025-07-16,1015.0,500.26
11,2025-07-16,1012.0,24.07
12,2025-07-16,1052.0,258.59
13,2025-07-16,1013.0,935.87
14,2025-07-16,1065.0,252.07
15,2025-07-16,1079.0,96.74
16,2025-07-16,1086.0,457.29
17,2025-07-16,1096.0,730.39
18,2025-07-16,1076.0,684.4
19,2025-07-16,1037.0,
20,2025-07-16,1046.0,950.56
21,2025-07-16,1068.0,610.32
22,2025-07-16,1045.0,988.85
23,2025-07-16,1021.0,525.82
24,2025-07-16,1025.0,762.04
25,2025-07-16,1023.0,514.57
26,2025-07-16,1042.0,132.95
27,2025-07-16,1084.0,435.13
28,2025-07-16,1000.0,
29,2025-07-16,1082.0,611.01
30,2025-07-16,1021.0,735.77
31,2025-07-16,1035.0,934.7
32,2025-07-16,1024.0,91.68
33,2025-07-16,1068.0,543.41
34,2025-07-16,1007.0,341.54
35,2025-07-16,1097.0,87.89
36,2025-07-16,1057.0,456.1
37,2025-07-16,1027.0,203.2
38,2025-07-16,1008.0,780.27
39,2025-07-16,1042.0,495.08
40,2025-07-16,1073.0,534.67
41,2025-07-16,1040.0,
42,2025-07-16,1039.0,277.22
43,2025-07-16,1031.0,261.85
44,2025-07-16,1060.0,751.6
45,2025-07-16,1073.0,570.4
46,2025-07-16,1057.0,599.42
47,2025-07-16,1044.0,43.38
48,2025-07-16,1076.0,948.69
49,2025-07-16,1042.0,717.55
50,2025-07-16,1067.0,60.95
51,2025-07-16,1036.0,303.53
52,2025-07-16,1042.0,941.94
53,2025-07-16,1082.0,887.11
54,2025-07-16,1087.0,863.69
55,2025-07-16,1090.0,103.07
56,2025-07-16,1010.0,718.07
57,2025-07-16,,108.06
58,2025-07-16,1019.0,366.4
59,2025-07-16,1038.0,689.02
60,2025-07-16,1043.0,956.9
61,2025-07-16,1051.0,637.35
62,2025-07-16,1070.0,254.45
63,2025-07-16,1083.0,416.54
64,2025-07-16,1010.0,681.4
65,2025-07-16,1076.0,192.92
66,2025-07-16,,147.43
67,2025-07-16,1082.0,16.35
68,2025-07-16,1001.0,185.52
69,2025-07-16,1055.0,761.41
70,2025-07-16,1021.0,283.82
71,2025-07-16,1075.0,179.68
72,2025-07-16,1006.0,327.64
73,2025-07-16,1065.0,951.78
74,2025-07-16,1081.0,540.72
75,2025-07-16,1007.0,941.52
76,2025-07-16,1060.0,502.58
77,2025-07-16,1028.0,608.0
78,2025-07-16,1046.0,229.4
79,2025-07-16,1081.0,702.08
80,2025-07-16,1061.0,564.97
81,2025-07-16,1075.0,621.62
82,2025-07-16,1003.0,133.79
83,2025-07-16,1081.0,178.96
84,2025-07-16,1088.0,803.74
85,2025-07-16,1025.0,521.79
86,2025-07-16,1035.0,540.78
87,2025-07-16,1039.0,326.81
88,2025-07-16,1056.0,955.85
89,2025-07-16,1031.0,473.6
90,2025-07-16,1094.0,226.13
91,2025-07-16,1016.0,607.86
92,2025-07-16,1026.0,
93,2025-07-16,1062.0,848.6
94,2025-07-16,,35.93
95,2025-07-16,1037.0,485.57
96,2025-07-16,1049.0,24.07
97,2025-07-16,1090.0,841.35
98,2025-07-16,1096.0,351.68
99,2025-07-16,1012.0,622.68
100,2025-07-16,1085.0,886.34
101,2025-07-16,1004.0,476.63
102,2025-07-16,1017.0,259.01
103,2025-07-16,1063.0,42.68
104,2025-07-16,1055.0,545.09
105,2025-07-16,1010.0,416.18
106,2025-07-16,1023.0,
107,2025-07-16,1006.0,289.25
108,2025-07-16,1056.0,479.11
109,2025-07-16,1030.0,901.39
110,2025-07-16,1002.0,354.59
111,2025-07-16,1094.0,784.07
112,2025-07-16,1097.0,247.42
113,2025-07-16,1019.0,621.19
114,2025-07-16,1021.0,534.59
115,2025-07-16,1001.0,166.86
116,2025-07-16,1065.0,521.92
117,2025-07-16,1071.0,312.07
118,2025-07-16,1067.0,283.44
119,2025-07-16,1074.0,
120,2025-07-16,1068.0,474.2
121,2025-07-16,1066.0,982.39
122,2025-07-16,1086.0,200.33
123,2025-07-16,1055.0,910.95
124,2025-07-16,1050.0,39.46
125,2025-07-16,1087.0,185.48
126,2025-07-16,1078.0,599.38
127,2025-07-16,1090.0,547.91
128,2025-07-16,1054.0,774.34
129,2025-07-16,1032.0,430.39
130,2025-07-16,1054.0,592.46
131,2025-07-16,1083.0,228.2
132,2025-07-16,1066.0,835.4
133,2025-07-16,1095.0,310.31
134,2025-07-16,1063.0,758.09
135,2025-07-16,1046.0,58.19
136,2025-07-16,1028.0,146.42
137,2025-07-16,1095.0,868.68
138,2025-07-16,1035.0,309.97
139,2025-07-16,,344.37
140,2025-07-16,1072.0,819.82
141,2025-07-16,1099.0,987.73
142,2025-07-16,1092.0,
143,2025-07-16,1038.0,190.33
144,2025-07-16,1027.0,92.93
145,2025-07-16,1052.0,474.35
146,2025-07-16,1002.0,484.4
147,2025-07-16,1033.0,84.25
148,2025-07-16,1099.0,168.64
149,2025-07-16,1078.0,701.47
150,2025-07-16,1018.0,746.17
151,2025-07-16,1065.0,761.69
152,2025-07-16,,127.5
153,2025-07-16,1010.0,47.44
154,2025-07-16,1043.0,362.69
155,2025-07-16,1099.0,292.26
156,2025-07-16,1097.0,432.91
157,2025-07-16,1033.0,744.25
158,2025-07-16,1058.0,359.34
159,2025-07-16,1088.0,697.78
160,2025-07-16,1006.0,822.46
161,2025-07-16,1039.0,
162,2025-07-16,1003.0,348.04
163,2025-07-16,1029.0,191.34
164,2025-07-16,1001.0,326.91
165,2025-07-16,1068.0,887.66
166,2025-07-16,1008.0,420.72
167,2025-07-16,1053.0,
168,2025-07-16,1034.0,934.59
169,2025-07-16,1098.0,897.58
170,2025-07-16,1064.0,121.86
171,2025-07-16,1081.0,369.39
172,2025-07-16,1033.0,
173,2025-07-16,1036.0,462.28
174,2025-07-16,1039.0,629.1
175,2025-07-16,1033.0,817.97
176,2025-07-16,1058.0,757.85
177,2025-07-16,1057.0,958.96
178,2025-07-16,1019.0,847.34
179,2025-07-16,,588.7
180,2025-07-16,1011.0,762.85
181,2025-07-16,1086.0,469.67
182,2025-07-16,1045.0,211.34
183,2025-07-16,1040.0,426.8
184,2025-07-16,1079.0,909.28
185,2025-07-16,1058.0,866.91
186,2025-07-16,1024.0,698.67
187,2025-07-16,1006.0,651.49
188,2025-07-16,,201.33
189,2025-07-16,1016.0,714.31
190,2025-07-16,1053.0,687.68
191,2025-07-16,1013.0,41.41
192,2025-07-16,1014.0,829.45
193,2025-07-16,1013.0,635.76
194,2025-07-16,1097.0,94.13
195,2025-07-16,1043.0,814.2
196,2025-07-16,1004.0,426.88
197,2025-07-16,1074.0,782.39
198,2025-07-16,1022.0,510.8
199,2025-07-16,1067.0,911.79
200,2025-07-16,1005.0,647.13
201,2025-07-16,1083.0,853.51
202,2025-07-16,1035.0,982.77
203,2025-07-16,1088.0,340.34
204,2025-07-16,1096.0,83.87
205,2025-07-16,1031.0,506.3
206,2025-07-16,1040.0,506.22
207,2025-07-16,1055.0,221.55
208,2025-07-16,1099.0,926.47
209,2025-07-16,1041.0,314.68
210,2025-07-16,1075.0,419.04
211,2025-07-16,1076.0,150.61
212,2025-07-16,1080.0,734.99
213,2025-07-16,1049.0,237.53
214,2025-07-16,1096.0,803.35
215,2025-07-16,1003.0,600.49
216,2025-07-16,1020.0,485.51
217,2025-07-16,1005.0,436.48
218,2025-07-16,1064.0,307.73
219,2025-07-16,1060.0,809.44
220,2025-07-16,1022.0,461.89
221,2025-07-16,1049.0,775.01
222,2025-07-16,1049.0,809.11
223,2025-07-16,1051.0,141.41
224,2025-07-16,1049.0,251.24
225,2025-07-16,1006.0,948.4
226,2025-07-16,,564.82
227,2025-07-16,1089.0,186.26
228,2025-07-16,,693.67
229,2025-07-16,1073.0,227.76
230,2025-07-16,1018.0,711.54
231,2025-07-16,1099.0,131.37
232,2025-07-16,1030.0,
233,2025-07-16,1082.0,310.39
234,2025-07-16,1023.0,
235,2025-07-16,1019.0,40.93
236,2025-07-16,1049.0,816.33
237,2025-07-16,1052.0,
238,2025-07-16,1033.0,36.74
239,2025-07-16,1082.0,463.7
240,2025-07-16,1090.0,177.96
241,2025-07-16,1001.0,939.45
242,2025-07-16,1010.0,
243,2025-07-16,1048.0,91.65
244,2025-07-16,1008.0,664.99
245,2025-07-16,1063.0,797.91
246,2025-07-16,1054.0,67.92
247,2025-07-16,1050.0,492.32
248,2025-07-16,1021.0,981.29
249,2025-07-16,1094.0,566.98
250,2025-07-16,1098.0,708.64
251,2025-07-16,1022.0,307.28
252,2025-07-16,1072.0,917.12
253,2025-07-16,,67.85
254,2025-07-16,1067.0,56.14
255,2025-07-16,1059.0,946.14
256,2025-07-16,1089.0,763.99
257,2025-07-16,1001.0,521.25
258,2025-07-16,1072.0,695.17
259,2025-07-16,1097.0,683.81
260,2025-07-16,1011.0,314.15
261,2025-07-16,1084.0,719.28
262,2025-07-16,1011.0,443.94
263,2025-07-16,1098.0,301.85
264,2025-07-16,1005.0,843.27
265,2025-07-16,1076.0,474.88
266,2025-07-16,,547.51
267,2025-07-16,,913.96
268,2025-07-16,1045.0,317.09
269,2025-07-16,1054.0,64.08
270,2025-07-16,1010.0,55.01
271,2025-07-16,1021.0,847.84
272,2025-07-16,1072.0,288.68
273,2025-07-16,1017.0,271.33
274,2025-07-16,1037.0,421.39
275,2025-07-16,1013.0,381.04
276,2025-07-16,1050.0,720.14
277,2025-07-16,1025.0,865.93
278,2025-07-16,1013.0,897.32
279,2025-07-16,1039.0,264.85
280,2025-07-16,1049.0,27.85
281,2025-07-16,1052.0,
282,2025-07-16,1057.0,80.72
283,2025-07-16,1014.0,662.39
284,2025-07-16,1000.0,72.55
285,2025-07-16,,744.05
286,2025-07-16,1030.0,345.85
287,2025-07-16,1034.0,817.79
288,2025-07-16,1066.0,
289,2025-07-16,1084.0,678.72
290,2025-07-16,1096.0,27.47
291,2025-07-16,1012.0,991.38
292,2025-07-16,,462.95
293,2025-07-16,1030.0,251.81
294,2025-07-16,1042.0,182.3
295,2025-07-16,1098.0,651.31
296,2025-07-16,1051.0,843.63
297,2025-07-16,1093.0,633.33
298,2025-07-16,1074.0,793.49
299,2025-07-16,1088.0,47.5
300,2025-07-16,1033.0,737.65
301,2025-07-16,1038.0,961.11
