order_id,order_date,customer_id,amount
1,2025-07-15,1047.0,310.2
2,2025-07-15,1035.0,121.17
3,2025-07-15,1019.0,373.54
4,2025-07-15,1086.0,588.04
5,2025-07-15,1061.0,785.57
6,2025-07-15,1017.0,693.37
7,2025-07-15,1000.0,195.63
8,2025-07-15,1048.0,550.97
9,2025-07-15,1083.0,209.48
10,2025-07-15,1000.0,901.2
11,2025-07-15,1099.0,
12,2025-07-15,1011.0,165.98
13,2025-07-15,1099.0,563.25
14,2025-07-15,1056.0,29.0
15,2025-07-15,1020.0,504.77
16,2025-07-15,1061.0,214.88
17,2025-07-15,1070.0,571.61
18,2025-07-15,1057.0,422.21
19,2025-07-15,,141.12
20,2025-07-15,1076.0,985.72
21,2025-07-15,1014.0,370.57
22,2025-07-15,1025.0,234.07
23,2025-07-15,1074.0,368.18
24,2025-07-15,1087.0,876.35
25,2025-07-15,1086.0,95.18
26,2025-07-15,1009.0,614.72
27,2025-07-15,1048.0,89.82
28,2025-07-15,1057.0,843.54
29,2025-07-15,1084.0,956.08
30,2025-07-15,1092.0,61.75
31,2025-07-15,1079.0,527.75
32,2025-07-15,1078.0,928.76
33,2025-07-15,1019.0,786.87
34,2025-07-15,1013.0,479.78
35,2025-07-15,1030.0,423.86
36,2025-07-15,1090.0,161.82
37,2025-07-15,1053.0,749.18
38,2025-07-15,1054.0,498.52
39,2025-07-15,1090.0,521.73
40,2025-07-15,1062.0,693.13
41,2025-07-15,1026.0,336.65
42,2025-07-15,1027.0,87.82
43,2025-07-15,1097.0,888.63
44,2025-07-15,1048.0,990.03
45,2025-07-15,1038.0,285.61
46,2025-07-15,1038.0,704.76
47,2025-07-15,1009.0,998.6
48,2025-07-15,,984.07
49,2025-07-15,1063.0,145.02
50,2025-07-15,1098.0,808.98
51,2025-07-15,1092.0,162.44
52,2025-07-15,1069.0,468.01
53,2025-07-15,1031.0,928.96
54,2025-07-15,1032.0,884.08
55,2025-07-15,1044.0,675.52
56,2025-07-15,1089.0,716.44
57,2025-07-15,1022.0,297.93
58,2025-07-15,1029.0,649.55
59,2025-07-15,1019.0,214.43
60,2025-07-15,1062.0,302.29
61,2025-07-15,,176.49
62,2025-07-15,1094.0,887.62
63,2025-07-15,,141.11
64,2025-07-15,1020.0,64.01
65,2025-07-15,1095.0,301.02
66,2025-07-15,1016.0,299.67
67,2025-07-15,1027.0,822.8
68,2025-07-15,1006.0,532.27
69,2025-07-15,1068.0,323.9
70,2025-07-15,1020.0,650.37
71,2025-07-15,1046.0,895.4
72,2025-07-15,1052.0,710.99
73,2025-07-15,1053.0,578.56
74,2025-07-15,1067.0,
75,2025-07-15,1087.0,206.11
76,2025-07-15,1023.0,265.29
77,2025-07-15,1076.0,981.15
78,2025-07-15,1043.0,54.42
79,2025-07-15,1071.0,561.87
80,2025-07-15,1078.0,126.43
81,2025-07-15,1007.0,588.07
82,2025-07-15,,
83,2025-07-15,1040.0,275.16
84,2025-07-15,1091.0,408.34
85,2025-07-15,1078.0,971.53
